Muscle Group,Exercise Name,Equipment,Video Links,Difficulty,Force,Grips,Mechanic,Instructions
Quads,Forward Lunges,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-forward-lunges-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-forward-lunges-side.mp4#t=0.1",Novice,Push,-,Compound,"1. Step forward with one leg. | 2. Lower your body until your rear knee nearly touches the ground. | 3. Ensure you remain upright, and your front knee stay above the front foot. | 4. Push off the floor with your front foot until you return to the starting position. Switch legs."
Quads,Jump Squats,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-jump-squats-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-jump-squats-side.mp4#t=0.1",Beginner,Push,,Compound,"1. Stand with your feet shoulder-width apart. | 2. Start by doing a regular squat, then engage your core and jump up explosively. | 3. When you land, lower your body back into the squat position."
Quads,Bodyweight Squat,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-squat-side.mp4#t=0.1",Novice,Push,-,Compound,1. Stand with your feet shoulder width apart. | 2. flex your knees and hips and sit back into the squat while lowering your body | 3. Continue down to full depth | 4. Return to starting position.
Quads,Barbell Curtsy Lunge,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-curtsy-lunge-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-curtsy-lunge-front.mp4#t=0.1",Advanced,Push,Overhand: Pronated,Compound,1. Place the barbell on your back | 2. Step your foot back and around while simultaneously bringing the weight down. | 3. Return to start and repeat on other leg.
Quads,Cable Goblet Squat,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-goblet-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-goblet-squat-side.mp4#t=0.1",Novice,Push,Neutral,Compound,"1. Start with a straight bar or easy bar attachment . | 2. Get your elbows directly underneath the bar, squat straight up and then walk back a few steps. | 3. Break at your knees and hips to initiate the squat. Make sure you maintain a flat back. | 4. Squat all the way back to a standing position."
Quads,Cable Split Squat,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-split-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-split-squat-side.mp4#t=0.1",Advanced,Push,Overhand: Pronated,Compound,1. You can use a straight or EZ bar on this exercise. Cable should be set all to the bottom. | 2. Grab the attachment and walk back a few steps. Take a split stance. One leg in front and one behind. | 3. Break at the knees and hips to initiate the split squat. Make sure your back knee touches the floor. | 4. Squat back up into a standing position.
Quads,Cable Standing Leg Extension,Cables,"https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-standing-leg-extension-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Cables-cable-standing-leg-extension-side.mp4#t=0.1",Advanced,Push,-,Isolation,1. Stand upright facing away from the cable crossover with the cable set to the height of your hips. Use an ankle/wrist attachment. | 2. Extend at the knee against the cable.
Quads,Band Spanish Squat,Band,"https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-spanish-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-spanish-squat-side.mp4#t=0.1",Advanced,Push,,Compound,1. Anchor a band to a stable point. | 2. Place the loops of the band behind your knees. | 3. Perform a normal squat and extend your knees against the band at the top.
Quads,Band Leg Press,Band,"https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-leg-press-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-leg-press-front.mp4#t=0.1",Advanced,Push,-,Compound,"1. Lay flat on the ground with your head by the anchor point of the band, which should be 6 to 12 inches above your head | 2. Place the band around your midfoot and extend at the knees and hip."
Quads,Band Squat,Band,"https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Band-band-squat-side.mp4#t=0.1",Novice,Push,,Compound,"1. Stand with a shoulder width grip. Both feet should be on the band with the band loops in each of your hand. | 2. Push your butt back and also break at the knees. | 3. Try to hit parallel depth (bottom of your leg should be parallel with the ground). If you can't tell your squat depth, then try squatting in front of a mirror and watch your form."
Quads,Dumbbell Goblet Bulgarian Split Squat,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-bulgarian-split-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-bulgarian-split-squat-side.mp4#t=0.1",Intermediate,Push,,Compound,1. Holding the dumbbell in a goblet squat place your foot on a bench or box. | 2. Break at the hips and knees. Try to go to the point where your hamstring is parallel with the ground. Or until your back knee taps the floor. | 3. Make sure to keep your back flat and your elbows directly under your fists.
Quads,Barbell Bulgarian Split Squat,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-bulgarian-split-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-bulgarian-split-squat-side.mp4#t=0.1",Advanced,,,,"1. Find a box or bench that is roughly knee height or a few inches lower. (The lower the box is the lower the mobility requirement). | 2. You can either place your toes or the top of your foot on the box. Point your front foot forward or slightly turned outwards and break at the knees and hips simultaneously. | 3. Aim to get your front leg to hit parallel depth (hamstring parallel with the ground) or lower. | 4. The further forward your front foot is, the longer the Range of Motion is at your hips. The further back your front foot is, the longer the ROM at your knees."
Quads,Barbell Front Squat Olympic,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-front-squat-olympic-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-front-squat-olympic-front.mp4#t=0.1",Advanced,Push,-,Compound,1. Measure your hands by the markings on the bar to make sure you're even. Then throw your elbows underneath the bar. | 2. The bar should be set so high on your shoulders it digs into your neck a bit. Make sure to push your elbows up to the ceiling for the entire rep. To make sure you don't get too pitched forward. | 3. Use the squat stance you would use for a back or goblet squat. Push your hips back to initiate the squat. Break at the knees until you hit parallel depth. | 4. Squat back up to a standing position.
Quads,Barbell Front Squat Bodybuilding,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-front-squat-bodybuilding-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-front-squat-bodybuilding-front.mp4#t=0.1",Advanced,Push,,Compound,1. Measure your shoulders against the bar to make sure you're even. Throw your shoulders under the bar. The bar should be digging into your neck slightly. | 2. Make sure to push your elbows up to the ceiling for the entire rep. To make sure you don't get too pitched forward. | 3. Use the squat stance you would use for a back or goblet squat. Push your hips back to initiate the squat. Break at the knees until you hit parallel depth. | 4. Squat back up to a standing position.
Quads,Barbell High Bar Squat,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-high-bar-squat-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-high-bar-squat-front.mp4#t=0.1",Beginner,Push,,Compound,1. Place the bar on top of your traps. | 2. Push your hips back and break at the knees. Push your elbows forward to keep yourself from getting pitched too far forward. | 3. Aim to get your hamstrings to parallel with the floor. | 4. Push your heels into the floor and squat back to a standing position.
Quads,Barbell Low Bar Squat,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-low-bar-squat-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Barbell-barbell-low-bar-squat-front.mp4#t=0.1",Intermediate,Push,,Compound,1. Pull your shoulder blades back really hard and place the bar on your posterior delts. | 2. Push your hips back and break at the knees to initiate the squat. | 3. Aim to get your hamstrings to parallel with the ground. Push your heels into the floor and squat back up to a standing position.
Quads,Dumbbell Bulgarian Split Squat,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-bulgarian-split-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-bulgarian-split-squat-side.mp4#t=0.1",Intermediate,Push,Neutral,Compound,"1. Find a box or bench that is roughly knee height or a few inches lower. (The lower the box is the lower the mobility requirement). | 2. You can either place your toes or the top of your foot on the box. Point your front foot forward or slightly turned outwards and break at the knees and hips simultaneously. | 3. Aim to get your front leg to hit parallel depth (hamstring parallel with the ground) or lower. | 4. The further forward your front foot is, the longer the Range of Motion is at your hips. The further back your front foot is, the longer the ROM at your knees."
Quads,Barbell Coan Deadlift,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-coan-deadlift-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-coan-deadlift-side.mp4#t=0.1",Intermediate,Pull,"Overhand: Pronated, Mixed",Compound,"1. Stand with your feet hip-width apart and place a barbell on the floor in front of you. | 2. Bend at the hips and knees to grasp the barbell with an overhand grip, positioning your hands just outside of your hips. | 3. Keeping your back straight and your core engaged, lift the barbell off the floor by extending your hips and knees. | 4. As you lift the barbell, pull your shoulders back and squeeze your glutes to fully extend your hips at the top of the movement."
Quads,Barbell Forward Lunge,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-forward-lunge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-forward-lunge-side.mp4#t=0.1",Advanced,Push,Overhand: Pronated,Compound,1. Stand with your feet shoulder-width apart and hold a barbell at your shoulders with an overhand grip. | 2. Step forward with your right foot and bend both knees to lower your body until your right thigh is parallel to the ground. | 3. Push off your right foot to return to the starting position.
Quads,Barbell Front Rack Step Up,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-front-rack-step-up-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-front-rack-step-up-side.mp4#t=0.1",Advanced,Push,-,Compound,"1. Stand in front of a step or bench with your feet shoulder-width apart and hold a barbell at your shoulders with an overhand grip. | 2. Step up onto the bench with your right foot, pushing off your foot to raise your body up onto the bench. | 3. Bring your left foot up onto the bench and stand up straight, keeping the barbell at your shoulders. | 4. Step back down with your left foot, followed by your right foot, to return to the starting position."
Quads,Barbell Heels Up Back Squat,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-heels-up-back-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-heels-up-back-squat-side.mp4#t=0.1",Advanced,Push,Overhand: Pronated,Compound,1. Stand with your feet shoulder-width apart and your heels on a plate or low step. | 2. Bend your knees and lower your body into a squat position. | 3. Push through your heels to return to the starting position.
Quads,Barbell Heels Up Front Squat,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-heels-up-front-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-heels-up-front-squat-side.mp4#t=0.1",Advanced,Push,-,Compound,"1. Stand with your feet shoulder-width apart and feet on a plate. Place the bar in a front rack position. | 2. Bend your knees and lower your body into a squat position, keeping your heels raised off the ground. | 3. Push through your heels to return to the starting position."
Quads,Barbell Lateral Lunge,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-lateral-lunge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-lateral-lunge-side.mp4#t=0.1",Advanced,Push,Overhand: Pronated,Compound,1. Stand with your feet shoulder-width apart and hold a barbell at your shoulders with an overhand grip. | 2. Step out to the side with your right foot and bend your right knee to lower your body until your right thigh is parallel to the ground. | 3. Push off your right foot to return to the starting position. | 4. Repeat on the opposite side by stepping out with your left foot.
Quads,Barbell Pause Box Squat,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pause-box-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pause-box-squat-side.mp4#t=0.1",Advanced,Push,Overhand: Pronated,Compound,"1. Stand in front of a box or bench with your feet shoulder-width apart and a barbell resting on your upper back. | 2. Lower your body into a squat position, sitting back onto the box and pausing for a moment before standing back up. | 3. Push through your heels to return to the standing position."
Quads,Barbell Pause Squat,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pause-box-squat-front_GEhqEjs.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pause-box-squat-side_2PFhPFu.mp4#t=0.1",Intermediate,Push,Overhand: Pronated,Compound,"1. Stand with your feet shoulder-width apart and a barbell resting on your upper back. | 2. Lower your body into a squat position, pausing for a moment at the bottom of the movement before standing back up. | 3. Push through your heels to return to the standing position."
Quads,Barbell Reverse Deadlift,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-reverse-deadlift-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-reverse-deadlift-side.mp4#t=0.1",Advanced,Push,"Overhand: Pronated, Underhand: Supinated",Compound,"1. Start by standing with your feet about hip-width apart, with your toes pointed slightly outward. | 2. Place a barbell on the floor behind you, with the weight plates on either side. | 3. Bend down and grab the barbell with an overhand grip, your hands slightly wider than shoulder-width apart. Keep your back straight and your shoulders down as you grip the bar. | 4. Stand up straight, lifting the barbell off the ground and pulling it toward your hips. Keep your elbows close to your body and your shoulders down as you do this."
Quads,Barbell Reverse Lunge,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-reverse-lunge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-reverse-lunge-side.mp4#t=0.1",Intermediate,Push,Overhand: Pronated,Compound,"1. Start by standing with your feet about hip-width apart, with a barbell on your shoulders. Your feet should be slightly pointed outward, and your shoulders should be down and relaxed. | 2. Step backward with one foot, lowering your body until your front thigh is parallel to the ground and your back knee is hovering just above the ground. | 3. Push off your back foot, returning to the starting position."
Quads,Bodyweight Reverse Step Up,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-reverse-step-up-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-reverse-step-up-side.mp4#t=0.1",Advanced,Push,-,Isolation,1. Start with a box or bench behind you and one of your feet on the box/bench. | 2. The balls of your feet should be planted on the box/bench. | 3. Drive through the ball of your foot extending your knees until you're upright and standing on the box.
Quads,Barbell Side Step Up,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-side-step-up-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-side-step-up-side.mp4#t=0.1",Intermediate,Push,Overhand: Pronated,Compound,"1. Start by standing with your feet about hip-width apart, with a barbell on your shoulders. Your feet should be slightly pointed outward, and your shoulders should be down and relaxed. | 2. Place a step or box beside you, and step up onto it with one foot. Your other foot should remain on the ground. | 3. Push off your grounded foot, raising your body up onto the step. | 4. Step back down with the same foot, returning to the starting position."
Quads,Barbell Split Squat,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-split-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-split-squat-side.mp4#t=0.1",Intermediate,Push,Overhand: Pronated,Compound,"1. Take a large step forward with one leg, and lower your body until your back knee nearly touches the ground. Your front knee should be bent at a 90-degree angle, and your back leg should be straight. | 2. Push through the heel of your front foot to raise your body back to the starting position."
Quads,Barbell Step Up Balance,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-step-up-balance-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-step-up-balance-side.mp4#t=0.1",Intermediate,Push,Overhand: Pronated,Compound,"1. Begin by standing in front of a sturdy box or bench that is about knee-height, holding a barbell across your upper back and shoulders, using an overhand grip. | 2. Place your right foot on the box and push through the heel to lift your body up and onto the box, keeping your left foot off the ground. | 3. Step back down with your right foot, lowering your left foot to the ground."
Quads,Barbell Step Up,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-step-up-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-step-up-side.mp4#t=0.1",Beginner,Push,Overhand: Pronated,Compound,"1. Begin by standing in front of a sturdy box or bench that is about knee-height, holding a barbell across your upper back and shoulders, using an overhand grip. | 2. Place your right foot on the box and push through the heel to lift your body up and onto the box. | 3. Step back down with your right foot."
Quads,Barbell Tap Pause Squat,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-tap-box-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-tap-box-squat-side.mp4#t=0.1",Intermediate,Push,Overhand: Pronated,Compound,"1. Begin by standing in front of a sturdy box or bench that is about knee-height, holding a barbell across your upper back and shoulders, using an overhand grip. | 2. Sit back and lower your body down until your glutes tap the top of the box, keeping your back straight and your core engaged. | 3. Push through your heels to extend your hips and stand up, bringing your body back to the starting position."
Quads,Barbell Zercher Squat,Barbell,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-zercher-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-zercher-squat-side.mp4#t=0.1",Advanced,Push,,Compound,"1. Begin by standing with your feet about hip-width apart and holding a barbell in the crook of your arms, near your belly. Your palms should be facing towards your body. | 2. Sit back and lower your body down until your thighs are parallel to the ground, keeping your back straight and your core engaged. | 3. Push through your heels to extend your hips and stand back up to the starting position."
Quads,Assisted Bulgarian Split Squat,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-assisted-bulgarian-split-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-assisted-bulgarian-split-squat-side.mp4#t=0.1",Novice,Push,-,Compound,"1. Grab a stick of some sort or hold onto something stable (rack, bench). | 2. Grab a box that is knee height or slightly lower. | 3. Hold the stick in your right arm and put your right leg on the box. | 4. Begin your squat by breaking at the knees. Get your knee close to the floor or all the way to the floor. Make sure to keep your chest tall."
Quads,Curtsy Lunge,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-curtsy-lunge-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-curtsy-lunge-front.mp4#t=0.1",Intermediate,Push,-,Compound,"1. Step your left foot diagonally behind your right leg, crossing it behind your body. Bend your knees and lower your hips until your left thigh is parallel to the floor and your right knee is hovering just above the ground. | 2. Push through your right foot to straighten your legs and return to the starting position. | 3. Repeat the movement with your other leg."
Quads,Forward Lunge,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-forward-lunge-front_zb4K50d.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-forward-lunge-side_4k0dfH0.mp4#t=0.1",Novice,Push,-,Compound,1. Step forward with one leg and lower your body until your front thigh is parallel to the floor and your back knee almost touches the ground. Keep your chest up and your front foot flat on the floor. | 2. Push through your front foot to straighten your legs and return to the starting position. | 3. Repeat the movement with your other leg.
Quads,Heels Up Squat,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-heels-up-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-heels-up-squat-side.mp4#t=0.1",Beginner,Push,-,Compound,1. Place your heels on a plate or very low step. | 2. Keep your chest tall and initiate the squat by pushing your hips back and breaking at the knees. | 3. You should notice yourself able to squat lower than normal.
Quads,Lateral Lunge,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-lateral-lunge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-lateral-lunge-side.mp4#t=0.1",Intermediate,Push,-,Compound,"1. Engage your core by drawing your belly button towards your spine. This will help to stabilize your body. | 2. Take a large step to the side with your right foot, planting it firmly on the ground. | 3. As you step, bend your right knee and lower your hips until your right thigh is parallel to the ground. Your left leg should remain straight. | 4. Push through your right heel to return to the starting position. Repeat on the opposite side by stepping out with your left foot."
Quads,Bodyweight Reverse Lunge,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-reverse-lunge-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-bodyweight-reverse-lunge-front.mp4#t=0.1",Novice,Push,-,Compound,"1. Take a big step backwards with your left leg, lowering your body until your left thigh is parallel to the ground and your right knee is bent at a 90-degree angle. | 2. Push through your right heel to return to standing, bringing your left leg back to starting position. | 3. Repeat the movement on the other side, stepping backwards with your right leg and lowering your body until your right thigh is parallel to the ground and your left knee is bent at a 90-degree angle."
Quads,Split Squat,Bodyweight,"https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-split-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-bodyweight-split-squat-side.mp4#t=0.1",Beginner,Push,-,Compound,1. Take a split stance. Make sure to keep your chest tall. | 2. Bring your rear knee to the floor or close to it. | 3. Drive through your front heel and your rear foot back to the starting position.
Quads,Dumbbell Forward Lunge,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-forward-lunge-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-forward-lunge-front.mp4#t=0.1",Beginner,Push,Neutral,Compound,"1. Stand with your feet hip-width apart and hold a dumbbell in each hand with your palms facing each other. | 2. Take a big step forward with your right foot, lowering your hips until your right thigh is parallel to the ground and your left knee is hovering just above the floor. | 3. Push through your right heel to straighten your right leg and return to the starting position."
Quads,Dumbbell Goblet Bulgarian Split Squat,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-bulgarian-split-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-bulgarian-split-squat-side.mp4#t=0.1",Intermediate,Push,,Compound,1. Holding the dumbbell in a goblet squat place your foot on a bench or box. | 2. Break at the hips and knees. Try to go to the point where your hamstring is parallel with the ground. Or until your back knee taps the floor. | 3. Make sure to keep your back flat and your elbows directly under your fists.
Quads,Dumbbell Goblet Curtsy Lunge,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-curtsy-lunge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-curtsy-lunge-side.mp4#t=0.1",Advanced,Push,Neutral,Compound,"1. Stand with your feet hip-width apart and a dumbbell in a goblet position. | 2. Step your left foot behind and to the right of your right foot, crossing it behind your right leg. | 3. Bend your knees and lower your hips down and back, as if you were about to sit in a chair. | 4. Push through your right heel to straighten your right leg and return to the starting position."
Quads,Dumbbell Goblet Forward Lunge,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-goblet-forward-lunge-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-goblet-forward-lunge-front.mp4#t=0.1",Beginner,Push,Neutral,Compound,1. Hold a dumbbell in a goblet position. | 2. Step forward with one of your legs while bending at your back leg. Bring your back knee to the floor or close to the floor. | 3. Push through your front leg explosively to get back to your starting position.
Quads,Dumbbell Goblet Lateral Lunge,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-lateral-lunge-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-lateral-lunge-side.mp4#t=0.1",Advanced,Push,Neutral,Compound,"1. Engage your core by drawing your belly button towards your spine. This will help to stabilize your body. Hold a dumbbell in a goblet position. | 2. Take a large step to the side with your right foot, planting it firmly on the ground. | 3. As you step, bend your right knee and lower your hips until your right thigh is parallel to the ground. Your left leg should remain straight. | 4. Push through your right heel to return to the starting position. Repeat on the opposite side by stepping out with your left foot."
Quads,Dumbbell Goblet Reverse Lunge,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-goblet-reverse-lunge-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-goblet-reverse-lunge-front.mp4#t=0.1",Novice,Push,Neutral,Compound,"1. Hold a dumbbell in a goblet position. | 2. Take a big step backwards with your left leg, lowering your body until your left thigh is parallel to the ground and your right knee is bent at a 90-degree angle. | 3. Push through your right heel to return to standing, bringing your left leg back to starting position. | 4. Repeat the movement on the other side, stepping backwards with your right leg and lowering your body until your right thigh is parallel to the ground and your left knee is bent at a 90-degree angle."
Quads,Dumbbell Goblet Split Squat,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-split-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-goblet-split-squat-side.mp4#t=0.1",Beginner,Push,Neutral,Compound,"1. Hold a dumbbell in a goblet position. | 2. Take a large step forward with one leg, and lower your body until your back knee nearly touches the ground. Your front knee should be bent at a 90-degree angle, and your back leg should be straight. | 3. Push through the heel of your front foot to raise your body back to the starting position."
Quads,Dumbbell Lateral Lunge Reach,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-lateral-lunge-reach-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-lateral-lunge-reach-side.mp4#t=0.1",Intermediate,Push,"Overhand: Pronated, Neutral",Compound,"1. Engage your core by drawing your belly button towards your spine. This will help to stabilize your body. Hold a dumbbell in a goblet position. | 2. Take a large step to the side with your right foot and reach toward the floor with your single dumbbell. | 3. As you step, bend your right knee and lower your hips until your right thigh is parallel to the ground. Your left leg should remain straight. | 4. Push through your right heel to return to the starting position. Repeat on the opposite side by stepping out with your left foot."
Quads,Dumbbell Reverse Lunge,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-reverse-lunge-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-reverse-lunge-front.mp4#t=0.1",Novice,Push,Neutral,Compound,"1. Hold two dumbbells by your side. | 2. Take a big step backwards with your left leg, lowering your body until your left thigh is parallel to the ground and your right knee is bent at a 90-degree angle. | 3. Push through your right heel to return to standing, bringing your left leg back to starting position. | 4. Repeat the movement on the other side, stepping backwards with your right leg and lowering your body until your right thigh is parallel to the ground and your left knee is bent at a 90-degree angle."
Quads,Dumbbell Split Squat,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-split-squat-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-split-squat-side.mp4#t=0.1",Novice,Push,Neutral,Compound,"1. Hold a dumbbell in a goblet position. | 2. Take a large step forward with one leg, and lower your body until your back knee nearly touches the ground. Your front knee should be bent at a 90-degree angle, and your back leg should be straight. | 3. Push through the heel of your front foot to raise your body back to the starting position."
Quads,Dumbbell Front Rack Pause Squat,Dumbbells,"https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-front-rack-pause-squat-side.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-Dumbbells-dumbbell-front-rack-pause-squat-front.mp4#t=0.1",Intermediate,Push,Neutral,Compound,1. Place two dumbbells on your shoulders and make sure you force your elbows upward. | 2. Push your hips back and break at the knees. | 3. When you reach parallel (hamstrings parallel with the ground) pause for 1-3 seconds. Then push through your heels back to the starting position.
